SPLEase,alertvolume,app,category,dashboard,datasource,description,displayapp,domain,examples{}.label,examples{}.name,gdpr,gdprtext,hasSearch,help,highlight,host,howToImplement,ids_type,images{}.label,images{}.name,images{}.path,journey,killchain,knownFP,mitre,name,name_label,operationalize,released,relevance,similarUseCases{},story,usecase
None,Medium,Enterprise_Security_Content_Update,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Endpoint Detection and Response,The search is looking for the creation of file C:\program.exe.  The creation of this file in the C:\ drive is driven by a motive to perform path interception. ,Enterprise Security Content Update,Endpoint,,,,,No,"This search queries the Change analysis datamodel under the node All_Changes.Endpoint_Changes.Filesystem_Changes to list out all the values of hosts (""Affected Machines"") and values of file hashes (""Hash Values"") that have the file ""program.exe"" in the C: drive.",No,ubuntu8971,,,,,,Stage_3,Actions on Objective,,Privilege Escalation|Persistence,Detect Path Interception via creation of program.exe,detection_path_intercetion_program.exe,,,,,Windows Persistence Techniques,Advanced Threat Detection
Medium,Low,Splunk_Security_Essentials,Account Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_standard_deviation?ml_toolkit.dataset=Increase%20in%20Windows%20Privilege%20Escalation%20-%20Demo,Windows Security,"<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will baseline per (original, unprivileged) user and then track deviations.</p><p><b>Alert Volume:</b> Low</p>",Splunk Security Essentials,Access,"Demo Data
Live Data","Increase in Windows Privilege Escalation - Demo
Increase in Windows Privilege Escalation - Live",,,Yes,"<p>This example leverages the Detect Spikes (standard deviation) search assistant. Our dataset is an anonymized collection of Windows logon with explicit credentials events (Event ID 4648, as you would see with RunAs). For this analysis, we are tracking the number of times the originating (unprivileged) user initiates an authentication with explicit credentials. Then we calculate the average, standard deviation, and the most recent value, and filter out any users where the most recent is within the configurable number of standard deviations from average. Notably, it might be more useful here to track the privileged account, for different use cases -- that's easy to do, just switch the dropdown from Unprivileged to Privileged. If you have a strong background and opinion on which is relevant in what scenarios, let us know so that we can improve this content for everyone.</p>",No,ubuntu8971,"<p>Implementation of this example (or any of the Time Series Spike / Standard Deviation examples) is generally pretty simple. <ul><li>Validate that you have the right data onboarded, and that the fields you want to monitor are properly extracted. If the base search you see in the box below returns results.</li><li>Save the search to run over a long period of time (recommended: at least 30 days).</li></ul></p><p>For most environments, these searches can be run once a day, often overnight, without worrying too much about a slow search. If you wish to run this search more frequently, or if this search is too slow for your envionment, we recommend using a summary index that first aggregates the data. We will have documentation for this process shortly, but for now you can look at Summary Indexing descriptions such as <a href=""http://docs.splunk.com/Documentation/SplunkCloud/6.6.3/Knowledge/Usesummaryindexing"">here</a> and <a href=""http://www.davidveuve.com/tech/how-i-do-summary-indexing-in-splunk/"">here</a>.</p>",,,,,Stage_1,Installation,"<p class=""disclaimer"">This is a strictly behavioral search, so we define ""false positive"" slightly differently. Every time this fires, it will accurately a spike in the number we're monitoring... it's nearly impossible for the math to lie. But while there are really no ""false positives"" in a traditional sense, there is definitely lots of noise.</p> <p>How you handle these alerts depends on where you set the standard deviation. If you set a low standard deviation (2 or 3), you are likely to get a lot of events that are useful only for contextual information. If you set a high standard deviation (6 or 10), the amount of noise can be reduced enough to send an alert directly to analysts.</p>",Privilege Escalation,Increase in Windows Privilege Escalations,showcase_increase_in_runas,"<p>When this search returns values, initiate your incident response process and capture the time of the creation, as well as the user account and system, credentials that were used, process executed and other pertinent information. Contact the owner of the system. If it is authorized behavior, document that this is authorized and by whom. If not, the user credentials may have been used by another party and additional investigation is warranted.</p>",1.0.0,"Building upon the simpler example of reporting against 4648 events, this example tracks the privileged executions on a per-credential basis. It may be perfectly normal for a certain amount of privileged executions to happen from a given account, but when these spike against a certain account, this may be an indicator of account compromise.",,,Security Monitoring
None,Medium,Enterprise_Security_Content_Update,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Endpoint Detection and Response,The search looks for modifications to registry keys that control the enforcement of Windows User Account Control (UAC).,Enterprise Security Content Update,Endpoint,,,,,No,"This search checks to see if the registry key SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\LocalAccountTokenFilterPolicy was modified.  This registry key can be used to disable remote User Account Control.  The search returns the count, the first time activity was seen, last time activity was seen, the registry path that was modified, the host where the modification took place and the user that performed the modification.",No,ubuntu8971,,,,,,Stage_3,Actions on Objective,,Defense Evasion,Disabling Remote User Account Control,detection_disable_remote_uac,,,,,Windows Defense Evasion Tactics,Advanced Threat Detection
Basic,Low,Splunk_Security_Essentials,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_simple_search?ml_toolkit.dataset=Windows%20Event%20Log%20Clearing%20Events%20-%20Demo,Windows Security,<p>This use case looks for Windows event codes that indicate the Windows Audit Logs were tampered with.</p><p><b>Alert Volume:</b> Low</p>,Splunk Security Essentials,Endpoint,"Demo Data
Live Data","Windows Event Log Clearing Events - Demo
Windows Event Log Clearing Events - Live",,,Yes,This use case looks for Windows event codes that indicate the Windows Audit Logs were tampered with.,Yes,ubuntu8971,"To run this search, you need to be logging Windows event logs from your Windows Systems.",,,,,Stage_1,Actions on Objective,None at the moment,Defensive Evasion,Windows Event Log Clearing Events,sser_windows_event_log_clearing_events,"When this search fires, you will want to verify with the owner of the account responsible for clearing the Windows Logs that it was a legitimate action taken on their part. You will want to analyze the parent process to wevtutil and verify its activities.",1.1.0,,detection_windows_event_log_cleared,,Advanced Threat Detection
Accelerated,Other,Splunk_App_for_Enterprise_Security,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Anti-Virus,Alerts when a host with multiple infections is discovered.,Splunk App for Enterprise Security,Endpoint,,,,,No,Help not needed -- ES Use Case,Yes,ubuntu8971,,,,,,Stage_2,,,,Host With Multiple Infections,host_with_multiple_infections,,,,,,Security Monitoring
Medium,Medium,Splunk_Security_Essentials,Account Compromise|IAM Analytics|Account Sharing|SaaS,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_first_seen_demo?ml_toolkit.dataset=AWS%20Cloud%20Provisioning%20Activity%20from%20Unusual%20Country%20-%20Demo,Audit Trail,"Looks for AWS Provisioning activities that occur from new IPs, using GeoIP to resolve the Country.",Splunk Security Essentials,Access,"Demo Data
Live Data","AWS Cloud Provisioning Activity from Unusual Country - Demo
AWS Cloud Provisioning Activity from Unusual Country - Live",,,Yes,"This example leverages the Detect New Values search assistant. Our example dataset is a collection of anonymized AWS CloudTrail logs, during which someone does something bad. Our live search looks for the same behavior using the very standardized index and sourcetype for AWS CloudTrail, as detailed in How to Implement.",Yes,ubuntu8971,"Assuming you use the ubiqutious AWS Add-on for Splunk to pull these logs in, this search should work automatically for you without issue. While implementing, make sure you follow the best pratice of specifying the index for your data. If your organization pays for the more accurate version of MaxMind's GeoIP Database (usually only common with organizations that have a strong footprint in small countries), consider adding that into Splunk to provide more accurate country resolution.",,,,,Stage_3,,"<p class=""disclaimer"">This is a strictly behavioral search, so we define ""false positive"" slightly differently. Every time this fires, it will accurately reflect the first occurrence in the time period you're searching over (or for the lookup cache feature, the first occurrence over whatever time period you built the lookup). But while there are really no ""false positives"" in a traditional sense, there is definitely lots of noise.</p><p>This use case will fire any time a new Country is seen in the GeoIP database for any kind of provisioning activity. If you typically do all provisioning from tools inside of your country, there should be few false positives. If you are located in countries where the free version of MaxMind GeoIP that ships by default with Splunk has weak resolution (particularly small countries in less economically powerful regions), this may be much less valuable to you.</p>",,AWS Cloud Provisioning Activity from Unusual Country,AWS_Cloud_Provisioning_Activity_from_Unusual_Country,"For organizations that have strict allowed countries for cloud orchestration, you may opt to use Splunk's Adaptive Response Actions to automatically disable an account that is doing provisioning from a new country. More commonly, the concern is account compromise so it is prudent to immediately call the user and find out if they intended to take those actions.",2.0.0,"The risk that this detection intends to reduce is the compromise of an AWS environment, where all of a sudden provisioning occurs in countries that have not been seen before (a very rudimentary baseline detection). Assuming that the user is not traveling, and that new orchestration tools are not being used (and admittedly, that the GeoIP is not wrong), this would suggest that credentials have been created or compromised, and are in control of an adversary. This could result in potential data leakage, data deletion, or cost run-up.",,,Advanced Threat Detection
Advanced,Other,Splunk_App_for_Enterprise_Security,IAM Analytics|GDPR,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Configuration Management,Alerts when there are assets that define a specific priority and category but do not have an assigned owner.,Splunk App for Enterprise Security,Identity,,,,"<p>While not explicitly required for GDPR, this capability is often seen as a part of maintaining State of the Art Security and supports GDPR requirements.</p>",No,Help not needed -- ES Use Case,No,ubuntu8971,,,,,,Stage_4,,,,Asset Ownership Unspecified,asset_ownership_unspecified,,,,,,Compliance
Medium,Other,Splunk_App_for_Enterprise_Security,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Anti-Virus,Alerts when an infection is noted on a host with high or critical priority.,Splunk App for Enterprise Security,Endpoint,,,,,No,Help not needed -- ES Use Case,Yes,ubuntu8971,,,,,,Stage_4,,,,High Or Critical Priority Host With Malware Detected,high_or_critical_priority_host_with_malware_detected,,,,,,Security Monitoring
Hard,Medium,Splunk_Security_Essentials,Data Exfiltration,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_standard_deviation?ml_toolkit.dataset=Pages%20Printed%20Per%20User%20Per%20Day%20-%20Demo,Print Server Logs,<p>Find users who printed more pages than normal.</p><p><b>Alert Volume:</b> Medium</p>,Splunk Security Essentials,Data,"Demo Data
Live Data
Accelerated with Data Models","Pages Printed Per User Per Day - Demo
Pages Printed Per User Per Day - Live
Pages Printed Per User Per Day - Accelerated",,,Yes,"<p>This example leverages the Detect Spikes (standard deviation) search assistant. Our demo dataset is an anonymized collection of Print Server logs from a Uniflow print server. For this analysis, we are tracking the total number of pages the user has printed per day 'sum(NumPages) by User _time'. Then we calculate the average, standard deviation, and the most recent value, and filter out any users where the most recent is within the configurable number of standard deviations from average.</p>",Yes,ubuntu8971,"<p>Implementation of this example (or any of the Time Series Spike / Standard Deviation examples) is generally pretty simple. <ul><li>Validate that you have the right data onboarded, and that the fields you want to monitor are properly extracted. If the base search you see in the box below returns results.</li><li>Save the search to run over a long period of time (recommended: at least 30 days).</li></ul></p><p>For most environments, these searches can be run once a day, often overnight, without worrying too much about a slow search. If you wish to run this search more frequently, or if this search is too slow for your envionment, we recommend using a summary index that first aggregates the data. We will have documentation for this process shortly, but for now you can look at Summary Indexing descriptions such as <a href=""http://docs.splunk.com/Documentation/SplunkCloud/6.6.3/Knowledge/Usesummaryindexing"">here</a> and <a href=""http://www.davidveuve.com/tech/how-i-do-summary-indexing-in-splunk/"">here</a>.</p>",,,,,Stage_1,Actions on Objective,"<p class=""disclaimer"">This is a strictly behavioral search, so we define ""false positive"" slightly differently. Every time this fires, it will accurately a spike in the number we're monitoring... it's nearly impossible for the math to lie. But while there are really no ""false positives"" in a traditional sense, there is definitely lots of noise.</p> <p>How you handle these alerts depends on where you set the standard deviation. If you set a low standard deviation (2 or 3), you are likely to get a lot of events that are useful only for contextual information. If you set a high standard deviation (6 or 10), the amount of noise can be reduced enough to send an alert directly to analysts.</p> ",Exfiltration,Increase in Pages Printed,showcase_significant_printing,"<p>When this search returns values, initiate your incident response process and validate the user account running these print jobs. If possible, determine which printer and what files are being printed and the timeframe during which the printing occurred. Contact the user to determine if it is authorized, and document if it is authorized and by whom. If not, the user credentials may have been used by another party and additional investigation is warranted as excessive page prints might be a way to exfiltrate sensitive data.</p>",1.0.0,"It may seem inefficient and old-fashioned, but users that suddenly start printing a lot more pages from networked printers than is ?€?normal?€? could be a sign of data exfiltration. Sensitive data could be leaving your corporation, literally in black-and-white! It is particularly interesting to correlate this behavior to a watchlist which may contain the user IDs of personnel that are considered higher risk: contractors, new employees, employees that never go on vacation, employees with access to particularly sensitive data. Often, the data gathered by Splunk can include the destination printer(s), the source of the print jobs, the names of files printed, and even whether or not the output was black-and-white or color.",,,Insider Threat
None,Medium,Enterprise_Security_Content_Update,Compliance,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Patch Management,This search looks for Windows endpoints that have not generated an event indicating a successful Windows update in the last 60 days. Windows updates are typically released monthly and applied shortly thereafter. An endpoint that has not successfully applied an update in this timeframe indicates the endpoint is not regularly being patched for some reason.,Enterprise Security Content Update,Endpoint,,,,,No,"Keeping your systems up-to-date with the latest patches is an important step in keeping your systems secured. For Windows endpoints, Microsoft typically releases patches on the second Tuesday of every month. These patches contain fixes for vulnerabilities in the system that could potentially be exploited by malicious actors. This search checks for messages regarding Windows updates in the 'Update' data model. If a message indicating a successful update has not been observed in 60 days, a notable event will be generated. These systems should be checked to determine why it has not been updated in that timeframe.",No,ubuntu8971,,,,,,Stage_4,,,,No Windows Updates in Timeframe,detection_no_win_updates_in_timeframe,,,,,Monitor for Updates,Compliance
None,Medium,Enterprise_Security_Content_Update,Lateral Movement,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Endpoint Detection and Response,This search looks for wmic.exe being launched with parameters to operate on remote systems.,Enterprise Security Content Update,Endpoint,,,,,No,"Many a times, attackers leverage native Windows utilities that are designed to help administrators better manage their systems, infrastructure, and auditing, but are instead leveraged for malicious purposes. In this case, we are looking for instances of wmic.exe being run with various parameters that are not typically used by administrators.",No,ubuntu8971,,,,,,Stage_3,Actions on Objective,,Execution,Remote WMI Command Attempt,detection_remote_wmi_command_attempt,,,,,Suspicious WMI Use,Advanced Threat Detection
Accelerated,Other,Splunk_App_for_Enterprise_Security,Endpoint Compromise|Data Exfiltration|Insider Threat,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Email,Alerts on high volume email activity by a user to non-corporate domains.,Splunk App for Enterprise Security,Identity,,,,,No,Help not needed -- ES Use Case,No,ubuntu8971,,,,,,Stage_3,,,,High Volume Email Activity to Non-corporate Domains by User,high_volume_email_activity_to_noncorporate_domains_by_user,,,,,,Advanced Threat Detection|Insider Threat
None,Medium,Enterprise_Security_Content_Update,Operations|GDPR,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Network Communication,"This search looks for network traffic defined by port and transport layer protocol in the Enterprise Security lookup table ""lookup_interesting_ports"", that is marked as prohibited, and has an associated 'allow' action in the Network_Traffic data model. This could be inidcative of a misconfigured network device.",Enterprise Security Content Update,Network,,,,"<p>While not explicitly required for GDPR, this capability is often seen as a part of maintaining State of the Art Security and supports GDPR requirements.</p>",No,"The search looks for traffic marked 'is_prohibited' in the Enterprise Security lookup table 'interesting_ports_lookup', and then determines if any network devices have an associated 'allow' action on that traffic by checking the Network_Traffic data model.",No,ubuntu8971,,,,,,Stage_4,Delivery|Command and Control,,Command and Control|Exfiltration,Prohibited Network Traffic Allowed,detection_prohibited_allowed_through_fw,,,,,Ransomware,Security Monitoring|Compliance
None,Medium,Enterprise_Security_Content_Update,Privilege Escalation,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Endpoint Detection and Response,"This search looks for modifications to registry keys that can be used to elevate privileges. The registry keys under Image File Execution Options are used to intercept calls to an executable, and can be used to attach malicious binaries to benign system binaries.",Enterprise Security Content Update,Endpoint,,,,,No,"This search looks for specific registry paths that malware often uses to elevate privileges. The search returns the count, the first time activity was seen, last time activity was seen, the registry path that was modified, the host where the modification took place and the user that performed the modification.",No,ubuntu8971,,,,,,Stage_3,Actions on Objective,,Privilege Escalation|Persistence,Registry Keys Used For Privilege Escalation,detection_registry_privilege_escalation,,,,,Windows Privilege Escalation,Advanced Threat Detection
,Other,Splunk_User_Behavior_Analytics,Endpoint Compromise|Threat Intelligence,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/UBA_Use_Case,DNS,Blacklisted Domain,Splunk User Behavior Analytics,Other,,,,,No,Help not needed -- UBA Use Case,No,ubuntu8971,,,,,,Stage_4,None,,None,Blacklisted Domain,blacklisted_domain,,,,,,Advanced Threat Detection|Advanced Threat Detection
Hard,Very Low,Splunk_Security_Essentials,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_simple_search?ml_toolkit.dataset=Processes%20With%20Lookalike%20Filenames%20-%20Demo,Endpoint Detection and Response|Windows Security,"<p>To evade analysts, attackers will create a service with a name similar to that of a standard Windows service. This search looks for small differences. Idea from David Bianco, formerly of Sqrrl (<a href=""http://detect-respond.blogspot.com/2016/11/hunting-for-malware-critical-process.html"">link</a>).</p><p><b>Alert Volume:</b> Very Low</p>",Splunk Security Essentials,Endpoint,"Demo Data
Live Data","Processes With Lookalike Filenames - Demo
Processes With Lookalike Filenames - Live",,,Yes,"<p>This example leverages the Simple Search assistant. Our dataset is a collection of Windows process launches (EventID 4688), with one injected to use scvhost.exe instead of svchost.exe. The search then leverages the URL Toolbox app from apps.splunk.com to run a levenshtein distance calculation against multiple different common Windows processes. It filters by making sure that there's no exact matches (distance=0), and then filters for where any of the matches was 1 or 2 away from the normal (e.g., svdhost.exe or scvhost.exe). There are a few other techniques used in the search to provide more context to the analyst -- the most interesting of those is the use of curly braces ""{score}"" -- that will insert the value of the score field (e.g., ""2"") into the variable name (so, score2). The rest of the more complicated aspects of the search are just formatting -- in particular, the use of foreach to pull out all suspicious filenames from the dataset.</p>",No,ubuntu8971,"Implementing this search is similar to any of the other searches that require EDR data. In order to use it, we need to get process launch events. For the demo and live version of this search we use Microsoft Sysmon logs, but you could apply it to any other data source that shows you launched processes -- just adjust the file path field (Image) to match (it is not a CIM field).",,,,,Stage_4,Installation,"<p>This search will find any launched executable with filenames similar to standard Windows processes, much like running dnstwist on a domain name. If there are valid processes with names similar to standard Windows processes, they would create false positives. One might imagine a system speed up service creating a process like svchaste.exe, which would have a difference of 2 and would trigger (one for the o->a, one for the added e).</p>",Defense Evasion,Processes with Lookalike (typo) Filenames,showcase_lookalike_filenames,"<p>When this search returns values, initiate your incident response process and capture the time of the event, filename and path of the suspect file, the system it executed on and the user and other pertinent information. Contact the user and owner of the system. If it is authorized behavior, document that this is authorized and by whom. If not, the user credentials may have been used by another party and additional investigation is warranted.</p>",1.0.0,,,,Advanced Threat Detection
Basic,Medium,Splunk_Security_Essentials,Compliance|GDPR,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_simple_search?ml_toolkit.dataset=Old%20Passwords%20In%20Use%20-%20Demo,Windows Security,Detect active accounts with passwords that haven't been updated in more than 120 days.,Splunk Security Essentials,Access,"Demo Data
Using LDAPSearch
Using AD Monitor
Using CSV File","Old Passwords In Use - Demo
Old Passwords In Use - LDAPSearch
Old Passwords In Use - ADMon
Old Passwords In Use - CSV",,,Yes,"<p>This example leverages the Simple Search Assistant. Our dataset is the anonymized output of running an LDAP Search against a typical domain, pulling out a set of AD attributes. There are several ways to pull this data from live environments, including the Live Search listed below.</p>",No,ubuntu8971,"<p>There are multiple approaches for pulling Active Directory data:<ul><li>Using the Supporting Add-on for Active Directory (aka SA-ldapsearch) which provides the ldapsearch command -- recommended for on premises installations in organizations with fewer than 50,000 users (<a href=""https://splunkbase.splunk.com/app/1151/"" target=""_blank"">app link</a>, <a href=""http://docs.splunk.com/Documentation/SA-LdapSearch/2.1.6/User/AbouttheSplunkSupportingAdd-onforActiveDirectory"" target=""_blank"">docs link</a>).</li><li>Using data from AD Monitor, which is the Splunk Universal Forwarder's ability to monitor Active Directory for changes -- recommended for large organizations, and for Cloud environments (<a href=""http://docs.splunk.com/Documentation/Splunk/7.0.2/Data/MonitorActiveDirectory"" target=""_blank"">doc link</a>).</li><li>Using a Powershell script to query Active Directory for this data (<a href=""https://gallery.technet.microsoft.com/scriptcenter/Powershell-script-to-5edcdaea"" target=""_blank"">link</a>).</li></ul></p><p>Once the data is ingested, select the search option that matches your data type, and the rest should flow smoothly. The only other consideration you may wish to employ is scheduling the search with throttling on the username, so that while you run the search daily, you don't get repeated alerts. Enterprise Security customers can leverage the suppression rules for more granular control, specifying an event-specific (and so account-specific) suppression period, but all customers can opt to only alert once per week/month/etc, to avoid duplicate alerts.</p>",,,,,Stage_1,,"Whether this search generates false positives or not is generally dependent upon your organization's security policy. Some organizations are permissive of service accounts that have older passwords -- this is discouraged by security best practices and many auditors, but it could be permissable. The only scenario where this detection might not function as expected is when the authentication doesn't update the lastLogonTimestamp parameter in Active Directory -- this occurs most frequently for systems that don't authenticate through the standard Windows mechanism (such as Linux systems connecting to Identity Management for Unix). In that scenario, it is prudent to employ basic checks for just old passwords, ignoring the last use timestamp.",,Old Passwords in Use,old_passwords,"When this search fires, the first thing to do is to determine based on policy whether the account with an old password is expected. If it is, add it to the account whitelist. If it is not, work with the account owner to change the password and update any systems that may be using the saved password.",2.1.0,"Accounts that have out-dated passwords leave an organization subject to brute force, or exposed to abuse from ex-employees. It is best practice to change passwords every ninety days for most organizations -- this search will look through Active Directory for accounts with out-of-date passwords.",,,Compliance
Basic,Low,Splunk_Security_Essentials,Scanning|Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/showcase_simple_search?ml_toolkit.dataset=Series%20of%20Discovery%20Filenames%20-%20Demo,Endpoint Detection and Response|Windows Security,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>",Splunk Security Essentials,Endpoint,"Demo Data
Live Data","Series of Discovery Filenames - Demo
Series of Discovery Filenames - Live",,,Yes,"<p>This example leverages the Simple Search assistant. Our dataset is a collection of Windows process launch logs (Event ID 4688), though you could also use any other process launch logs from EDR tools. It then filters for a set of filenames that are known to be discovery related (from a lookup called tools.csv) and uses the transaction command to group them by time. If there's a single transaction with many events, it surfaces those.</p>",No,ubuntu8971,"The hardest part of implementing this correctly, once you have process launch logs ingested, will be to make sure that the fields correctly set. <ul><li>In the live version, we start with index=* which is bad Splunk form (but makes it a little bit easier to get started). You should make sure that you specify the index where your process launch logs live (index=oswinsec if you follow our best practices, and the documentation in this app).</li><li>The next field you have to worry about is the sourcetype, which should be pretty standard.</li><li>The EventCode field is the last field you have to think about, which if you use our Splunk_TA_windows on your Search Head, will also work automatically for you (again, docs are key!)</li></ul><p>Once you have the search itself running, then you need only schedule it (click ""Schedule Alert"") and have Splunk email you, create a ticket in Enterprise Security or Service Now, or take some other action for you.",,,,,Stage_3,Exploitation,"<p>The most likely source of false positives for this script would be normal admin activity, particularly if you have login scripts (or periodic scripts) that enumerate information about hosts, they could show up here. The easy way to filter out these situations is to look at that scripted fingerprint and filter that out. For example, using <span class=""code"">| where</span> (which has eval-style syntax different from <span class=""code"">| search</span>) you could filter out <span class=""code"">| where mvcount(filename)=4 AND filename=""net.exe"" AND filename=""ipconfig.exe"" AND filename=""sc.exe"" AND filename=""tasklist.exe""</span>.</p>",Discovery,Concentration of Discovery Tools by Filename,showcase_series_discovery_tools_filename,"<p>This alert is intended to corroborate other suspicious actions in most environments, rather than being a major flag on its own. You might send this alert to your alert manager as a low or information alert so that you can search for the asset and find it later. More advanced organizations might send this alert into the ES Risk Framework (so that you can aggregate low level risk elements) or to Splunk UBA (so that the threat models can incorporate this event into their calculations).</p>",1.0.0,"These days, there are a lot of executables one can install and run on a Windows machine in order to cause mischief. The thing is, many amateur hackers will run a lot of these tools in succession (or automated scripts will run them, too). By correlating the process names being executed on endpoints with a list of 'known discovery tool executable names' we can detect this suspicious activity.",,,Advanced Threat Detection|Security Monitoring
Accelerated,Other,Splunk_App_for_Enterprise_Security,Endpoint Compromise|Unauthorized Software|Lateral Movement,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Network Communication,Alerts when host has a high number of listening services. This may be an indication that the device is running services that are not necessary (such as a default installation of a server) or is not running a firewall.,Splunk App for Enterprise Security,Endpoint,,,,,No,Help not needed -- ES Use Case,No,ubuntu8971,,,,,,Stage_3,,,,Host With High Number Of Listening ports,host_with_high_number_of_listening_ports,,,,,,Advanced Threat Detection|Security Monitoring
None,Medium,Enterprise_Security_Content_Update,Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ESCU_Use_Case,Endpoint Detection and Response,This search looks for powershell processes launched with arguments that have characters indicative of  obfuscation on the command line.,Enterprise Security Content Update,Endpoint,,,,,No,This search looks for powershell processes that are passing command line arguments with unusual characters (back ticks and carots ^) that are powershell specific escape characters. Attackers use this obfuscation/hiding techniques since it does not affect the functionality of powershell and it will bypass standard security controls that look for straight up malicious strings and commands. The search counts the occurrence of these obfuscation characters and lists out destination IPs running these powershell commands.,Yes,ubuntu8971,,,,,,Stage_3,Command and Control|Actions on Objective,,Execution,Malicious PowerShell Process With Obfuscation Techniques,detection_malicious_powershell_process_obfuscation_techniques,,,,,Malicious PowerShell,Advanced Threat Detection
Medium,Other,Splunk_App_for_Enterprise_Security,Lateral Movement|IAM Analytics,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/ES_Use_Case,Authentication,Detects excessive number of failed login attempts (this is likely a brute force attack),Splunk App for Enterprise Security,Access,,,,,No,Help not needed -- ES Use Case,No,ubuntu8971,,,,,,Stage_2,,,,Excessive Failed Logins,excessive_failed_logins,,,,,,Security Monitoring|Compliance
None,Other,Splunk_Professional_Services,Lateral Movement|Endpoint Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/PS_Use_Case,Authentication,"Batch, Windows Services, App Pools, and specially constructed Windows shells can access network resources. A small number of technical solutions will require this type of behavior, however, after excluding a white list of hosts or shares (such as sysvol or netlogon), such access attempts (success or fail) could indicate the presence of malware or attempts to elevate access.",Splunk Professional Services,Access,,,,,No,Help not needed -- PS Use Case,No,ubuntu8971,,,,,,Stage_4,None,,None,Computer Accounts Accessing Network Resources,UC0016,,,,,,Advanced Threat Detection
None,Other,Splunk_Professional_Services,Insider Threat,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/PS_Use_Case,Authentication,"A human user may own multiple accounts. When the primary account of the human is expired, disabled, or deleted, we should expect no further activity from any other account owned by the user.",Splunk Professional Services,Access,,,,,No,Help not needed -- PS Use Case,No,ubuntu8971,,,,,,Stage_3,None,,None,Monitor Secondary Accounts after Primary Disabled,UC0014,,,,,,Insider Threat
None,Other,Splunk_Professional_Services,Insider Threat|Lateral Movement|Account Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/PS_Use_Case,Authentication,Privileged user authenticates to more than X number of new targets successfully or is denied access to more than Y targets in the prior Z hours.,Splunk Professional Services,Access,,,,,No,Help not needed -- PS Use Case,No,ubuntu8971,,,,,,Stage_3,None,,None,Privileged User Accessing More Systems than Usual,UC0015,,,,,,Advanced Threat Detection|Security Monitoring|Insider Threat
None,Other,Splunk_Professional_Services,Insider Threat,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/PS_Use_Case,HR System,Increase the risk score of users who have indication of adverse separation.,Splunk Professional Services,Access,,,,,No,Help not needed -- PS Use Case,No,ubuntu8971,,,,,,Stage_4,None,,None,Increase Risk Score of Employees before Adverse Separation,UC0012,,,,,,Insider Threat
None,Other,Splunk_Professional_Services,Insider Threat|Account Compromise,http://10.145.89.71:8000/en-US/app/Splunk_Security_Essentials/PS_Use_Case,Audit Trail,"Detection of change for groups used to control access for sensitive, regulated, or critical infrastructure systems.",Splunk Professional Services,Audit,,,,,No,Help not needed -- PS Use Case,No,ubuntu8971,,,,,,Stage_3,None,,None,Monitor change for high value groups,UC0013,,,,,,Security Monitoring|Insider Threat
