actions_UBASeverity,cardinalityTest,change_type,description,examples_name,label,outlierPeerGroup,outlierValueTracked1,outlierValueTracked2,outlierVariable,outlierVariableSubject,prereqs_field,prereqs_greaterorequalto,prereqs_name,prereqs_override_auto_finalize,prereqs_resolution,prereqs_test,value
,,,First we pull in our demo dataset.,First Connection to Domain Controller - Demo,First Connection to Domain Controller - Demo,,user,anonymized_DomainControllerName,,,anonymized_DC_4776_logs.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Domain Controller Logins (Event ID 4776)"")`"
,,,"Here we start with our basic dataset of WinSecurity authentication logs. Notably, this technique of doing the value and then the field=value can bypass some quirks around field extractions, and make searches faster for very large datasets (though that's an area of active work, and it's less true every year).",First Log On to Server - Live,First Log On to Server - Live,,dest,user,,,"count
count
count","1
1
1","Must have Windows Security data
Must have Logon Success Data
Must have the user field defined",,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
You should log logon events. There are many event IDs that we look for in the underlying logs, but they should all fall into the Audit Successful (or Failed) Logon events in your Windows Audit Policy. (<a href=""https://technet.microsoft.com/en-us/library/cc431373.aspx"">docs</a>)
You should have a field called ""user"" defined in your Windows Security logs. This is provided by the Splunk TA for Windows. Consider adding that TA to make for a better experience!","| metasearch earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" index=* | head 100 | stats count 
sourcetype=""*WinEventLog:Security"" (4624 OR 4647 OR 4648 OR 551 OR 552 OR 540 OR 528 OR 4768 OR 4769 OR 4770 OR 4771 OR 4768 OR 4774 OR 4776 OR 4778 OR 4779 OR 672 OR 673 OR 674 OR 675 OR 678 OR 680 OR 682 OR 683) index=* | head 100 | stats count
sourcetype=""*WinEventLog:Security"" earliest=-2h index=* (4624 OR 4647 OR 4648 OR 551 OR 552 OR 540 OR 528 OR 4768 OR 4769 OR 4770 OR 4771 OR 4768 OR 4774 OR 4776 OR 4778 OR 4779 OR 672 OR 673 OR 674 OR 675 OR 678 OR 680 OR 682 OR 683) | head 100 | stats dc(user) as count","index=* sourcetype=""*WinEventLog:Security"" (4624 OR 4647 OR 4648 OR 551 OR 552 OR 540 OR 528 OR 4768 OR 4769 OR 4770 OR 4771 OR 4768 OR 4774 OR 4776 OR 4778 OR 4779 OR 672 OR 673 OR 674 OR 675 OR 678 OR 680 OR 682 OR 683) (EventCode=4624 OR EventCode=4647 OR EventCode=4648 OR EventCode=551 OR EventCode=552 OR EventCode=540 OR EventCode=528 OR EventCode=4768 OR EventCode=4769 OR EventCode=4770 OR EventCode=4771 OR EventCode=4768 OR EventCode=4774 OR EventCode=4776 OR EventCode=4778 OR EventCode=4779 OR EventCode=672 OR EventCode=673 OR EventCode=674 OR EventCode=675 OR EventCode=678 OR EventCode=680 OR EventCode=682 OR EventCode=683)"
7,,,"First we bring in our basic demo dataset. This dataset includes service status reported via WinHostMon (a part of the Universal Forwarder). We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
Then search for where the service doesn't start automatically",Update Service - Demo,Update Service - Demo,,start_mode,host,,,anon_interactive_logons.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ","| `Load_Sample_Log_Data(System Update Service Status)` 
| search start_mode!=Auto"
,,,"Here we start with our basic dataset of email logs, where we have a sender address who uses our company's email addresses, but where the IP address isn't a part of our environment.",New External IPs Sending Company Emails - Live,New External IPs Sending Company Emails - Live,,src_ip,sourcetype,,,count,1,Must have Incoming Address and Sender in Same Event,,"This one is slightly more complex for new Splunk users -- if your email logs show the src_ip (incoming address) in a different event than the sender email address, you will need to join these together via transaction or stats/eventstats. Check out the Cisco ESA version of this search for a working example of this unification, or <a href=""http://docs.splunk.com/Documentation/Splunk/6.5.2/SearchReference/Transaction#4._Email_transactions_based_on_maxevents_and_endswith"">check Splunk Docs</a>.",index=* sourcetype=cisco:esa* OR sourcetype=MSExchange*:MessageTracking OR tag=email | head 100 | eval length_combined = len(src_ip) * len(src_user) | stats sum(length_combined) as count,index=* sourcetype=cisco:esa* OR sourcetype=MSExchange*:MessageTracking OR tag=email src_user=* src_ip=* src_user=*@mycompany.com src_ip!=10.0.0.0/8
7,,,"First we pull in our demo dataset.
Then we filter for where the parent process is svchost.exe and the actual process is wsmprovhost.exe, as that is what will show up for a remote powershell launch.
For our demo data, we don't have a user, so we just default it as ""unknown."" ",Remote Powershell Launches - Demo,Remote Powershell Launches - Demo,,user,host,,,generic_sysmon_service_launch_logs.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Sysmon Process Launch Logs"")`
| search ParentImage=*\\svchost.exe Image=*\\wsmprovhost.exe 
| eval user=""Unknown"""
,,,First we pull in our demo dataset.,New RunAs - Demo,New RunAs - Demo,,Privileged_Account_Name,host,,,event_id_4648_runas.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|`Load_Sample_Log_Data(""Windows Run As Logs (Event ID 4648)"")` "
,,,"Here, tstats is pulling in one command a super-fast count per system, per day of EventCode 20001 which shows up in some (but not all) systems for USB drive insertion.
It is usually easiest to work with data model acceleration after we've renamed the fields to something a little friendlier.",First USB Usage - Accelerated,First USB Usage - Accelerated,,source,dest,,,"count
count","1
1","Must have an accelerated Change Analysis data model
Change Analysis data model must have EventCode 20001 Events",,"This search requires Windows System data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
In at least two test environments, EventCode 20001 was found when USB drives were inserted.","| tstats summariesonly=t allow_old_summaries=t count  from datamodel=Change_Analysis where earliest=-24h latest=now (nodename = All_Changes) 
| tstats summariesonly=t allow_old_summaries=t count  from datamodel=Change_Analysis where earliest=-24h latest=now (nodename = All_Changes) (All_Changes.result_id=20001) ","| tstats summariesonly=t allow_old_summaries=t count earliest(_time) AS earliest latest(_time) AS latest from datamodel=Change_Analysis where (nodename = All_Changes) (All_Changes.result_id=20001) groupby _time span=1d, source All_Changes.dest
| rename ""All_Changes.dest"" AS dest "
7,,,"First we bring in our basic demo dataset. In this case, anonymized AWS CloudTrail logs. We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.",AWS New API Call Per User - Demo,AWS New API Call Per User - Demo,,user,eventName,,,aws-cloudtrail-data-anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ",| `Load_Sample_Log_Data(AWS CloudTrail)`
7,,,"First we bring in our basic dataset. In this case, AWS CloudTrail logs, filtered for individual APIs that we want to pay close attention to.",AWS New API Call Per User - Live,AWS New API Call Per User - Live,,user,eventName,,,count,1,Must have AWS CloudTrail data,,"In order to run this search, you must have AWS CloudTrail data onboard. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=AWS%20CloudTrail"">data onboarding guide for AWS CloudTrail in this app</a>, or browse to <a href=""https://splunkbase.splunk.com/app/1876/"">apps.splunk.com</a> for more information.",| tstats count where earliest=-2h latest=now index=* sourcetype=aws:cloudtrail,index=* sourcetype=aws:cloudtrail eventType=* NOT errorMessage=* NOT eventName=Describe* NOT eventName=Get* NOT eventName=List*
7,,,"First we bring in our basic demo dataset. In this case, anonymized AWS CloudTrail logs. We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
Then we filter for Instance Creation.",AWS Instance Created by Unusual User - Demo,AWS Instance Created by Unusual User - Demo,,user,eventName,,,aws-cloudtrail-data-anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ","| `Load_Sample_Log_Data(AWS CloudTrail)` 
| search eventName=RunInstances"
7,,,"First we bring in our basic dataset. In this case, AWS CloudTrail logs, filtered for individual APIs that we want to pay close attention to.",AWS Instance Modified by Unusual User - Live,AWS Instance Modified by Unusual User - Live,,user,eventName,,,count,1,Must have AWS CloudTrail data,,"In order to run this search, you must have AWS CloudTrail data onboard. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=AWS%20CloudTrail"">data onboarding guide for AWS CloudTrail in this app</a>, or browse to <a href=""https://splunkbase.splunk.com/app/1876/"">apps.splunk.com</a> for more information.",| tstats count where earliest=-2h latest=now index=* sourcetype=aws:cloudtrail,index=* sourcetype=aws:cloudtrail eventName=ConsoleLogin OR eventName=CreateImage OR eventName=AssociateAddress OR eventName=AttachInternetGateway OR eventName=AttachVolume OR eventName=StartInstances OR eventName=StopInstances OR eventName=UpdateService OR eventName=UpdateLoginProfile
,,,First we pull in our demo dataset.,Accessing New Git Repositories With Peer - Demo,Accessing New Git Repositories With Peer - Demo,peer_group_for_git_use_case.csv,user,anonymized_git_repo,,,anonymized_git_history.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Source Code Access Logs"")`"
7,,,"First we pull in our dataset of Windows process launch logs filtered to our common Windows executables, care of EventID 4688 documented in this app. Any other EDR solution giving process launch logs will suffice here, as well. Notably, this technique of doing the value and then the field=value can bypass some quirks around field extractions, and make searches faster for very large datasets (though that's an area of active work, and it's less true every year).
Then we use table to include just the processes we're apt to care about. (Technically we need to use | table for this app because we show you the intermediate results, but in production you should drop this line because it will reduce search performance.)",Remote Powershell Launches - Live,Remote Powershell Launches - Live,,user,dest,,,"count
count","1
1","Must have Windows Security Logs
Must have Process Launch Logs (Event ID 4688)",,"Begin ingesting Windows Security Logs
Turn on Process Tracking in your Windows Audit logs (<a href=""https://technet.microsoft.com/en-us/library/cc976411.aspx"">docs</a>)","| metasearch index=* earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" | stats count 
earliest=-2h latest=now index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 | head 100 | stats count ","index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 wsmprovhost svchost ParentImage=*\\svchost.exe Image=*\\wsmprovhost.exe 
| table _time user host EventCode New_Process_Name"
,,,"First we pull in our SFDC dataset and filter for what we're looking for in this use case, specifically export EVENT_TYPEs where the CLIENT_NAME is defined.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New Applications Contacting SFDC - Live,New Applications Contacting SFDC - Live,,CLIENT_NAME,USER_NAME,,,count,1,Must have Salesforce Data (assumes index=SFDC),,"This search requires data from the Salesforce Event Log File API. This is an additional fee from Salesforce, and can be effectively ingested and analyzed with the <a href=""https://splunkbase.splunk.com/app/1931"">Splunk App for Salesforce</a>.",| metasearch index=sfdc  earliest=-24h | head 100| stats count,"index=sfdc CLIENT_NAME=* EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI 
| lookup SFDC_User_Lookup USER_ID"
7,,,"First we bring in our basic dataset. In this case, AWS CloudTrail logs, filtered for individual APIs that we want to pay close attention to.",AWS New API Call Per Peer Group - Live,AWS New API Call Peer Group - Live,peer_group_for_git_use_case.csv,user,eventName,,,count,1,Must have AWS CloudTrail data,,"In order to run this search, you must have AWS CloudTrail data onboard. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=AWS%20CloudTrail"">data onboarding guide for AWS CloudTrail in this app</a>, or browse to <a href=""https://splunkbase.splunk.com/app/1876/"">apps.splunk.com</a> for more information.",| tstats count where earliest=-2h latest=now index=* sourcetype=aws:cloudtrail,index=* sourcetype=aws:cloudtrail eventType=* NOT errorMessage=* NOT eventName=Describe* NOT eventName=Get* NOT eventName=List*
,,,"First we pull in our SFDC dataset and filter for EVENT_TYPEs that can have SOQL queries attached.
Then we extract out the table name from the query.
Finally we filter for queries of sensitive tables (Acount, Contact, or Opportunity), or their derivatives.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New SFDC Tables Queried by User - Live,New SFDC Tables Queried by User - Live,,USER_NAME,QUERY_TABLE,,,count,1,Must have Salesforce Data (assumes index=SFDC),,"This search requires data from the Salesforce Event Log File API. This is an additional fee from Salesforce, and can be effectively ingested and analyzed with the <a href=""https://splunkbase.splunk.com/app/1931"">Splunk App for Salesforce</a>.",| metasearch index=sfdc  earliest=-24h | head 100| stats count,"index=sfdc QUERY=* EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI 
| rex field=QUERY max_match=12 ""\s(?i)from\s*(?<QUERY_TABLE>[\w_]*)"" 
| search QUERY_TABLE=Account* OR QUERY_TABLE=Contact* OR QUERY_TABLE=Opportunity* 
| lookup SFDC_User_Lookup USER_ID"
,,,"Here, tstats is pulling in one command a super-fast count per user, per repo, per day.
(self-explanatory)",Accessing New Git Repositories - Accelerated,Accessing New Git Repositories - Accelerated,,user,git_repo,,,"count
count
count","1
1
1","Must have an accelerated Git data model (not-default)
Must have a user field in accelerated Git data model
Must have a repo field in accelerated Git data model",,"This search accelerated Git data. There is no formal CIM data model for Source Code checkins or checkouts, so we are presuming a custom data model called Git.
The Git data model must have a user field defined.
The Git data model must have a repo field defined.","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Git where earliest=-24h latest=now nodename=Git_View 
| tstats summariesonly=t allow_old_summaries=t dc(user) as count from datamodel=Git where earliest=-24h latest=now nodename=Git_View
| tstats summariesonly=t allow_old_summaries=t dc(repo) as count from datamodel=Git where earliest=-24h latest=now nodename=Git_View","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Git where nodename=Git_View groupby user, repo, _time span=1d 
| eval comment=""<--- We don't have a standard data model that includes git repos, so you will need to build one to leverage data model acceleration""  "
,,,"First we start with our basic dataset of WinSecurity logs with EventCode 4776, which will only originate from a domain controller.
We then rename the ComputerName to DomainController name for clarity
Then we use table to include just the processes we're apt to care about. (Technically we need to use | table for this app because we show you the intermediate results, but in production you should drop this line because it will reduce search performance.)",First Connection to Domain Controller - Live,First Connection to Domain Controller - Live,,user,anonymized_DomainControllerName,,,"count
count
count","1
1
1","Must have Windows Security data
Must have Domain Controller Logon Events (EventCode=4776)
Must have the user field defined",,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
Based on initial research, event ID 4776 (or in a Splunk search, EventCode=4776) gives us the right authentication logs from a domain controller. Make sure you have these logs (or tell us if any other event IDs are valid for this use case!). 
You should have a field called ""user"" defined in your Windows Security logs. This is provided by the Splunk TA for Windows. Consider adding that TA to make for a better experience!","| metasearch earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" index=* | head 100 | stats count 
sourcetype=""*WinEventLog:Security"" 4776 EventCode=4776 index=* | head 100 | stats count
sourcetype=""*WinEventLog:Security"" earliest=-2h 4776 EventCode=4776 index=* | head 100 | stats dc(user) as count","sourcetype=""*WinEventLog:Security"" index=* 4776 EventCode=4776 
| rename ComputerName as DomainControllerName 
| table _time DomainControllerName user"
7,,,"First we bring in our basic demo dataset. In this case, sample Proxy logs from a Palo Alto Networks NGFW. We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
Now we use URL Toolbox to parse out the domain from the the URL. Parsing out domains is actually wildly complicated (a regex will not suffice!), but URL Toolbox makes it easy. Check out more detail on Splunk Blogs (<a href=""https://www.splunk.com/blog/2017/09/21/ut-parsing-domains-like-house-slytherin.html"" target=""_blank"">link</a>).
Finally, we exclude IP addresses from our search using the regex filtering command. This is an optional step, but we've found that the value to noise ratio when including IP addresses can be quite high given that some applications will connect to many ephemeral AWS instance IPs for normal operations.",New Domain - Demo,New Domain - Demo,,ut_domain,sourcetype,,,bots-webproxy-data.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ","| `Load_Sample_Log_Data(Web Proxy Logs)` 
| eval list=""mozilla"" | `ut_parse_extended(uri, list)` 
| regex ut_domain!=""^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}$"""
,,,"First we pull in our basic dataset, which consists of XML format Sysmon logs from the endpoints (ingested via the sysmon TA) with process launches of cmd.exe or regedit.exe. This could be any EDR data source that provides file hash information. Because we're looking for process launches, we then filter for EventCode=1 (the sysmon Process Launch code).
Then we use table to include just the processes we're apt to care about. (Technically we need to use | table for this app because we show you the intermediate results, but in production you should drop this line because it will reduce search performance.)",New Parent Process for cmd.exe or regedit.exe - Live,New Parent Process for cmd.exe or regedit.exe - Live,,Image,ParentImage,,,"count
count","1
1","Must have Sysmon data
Must have Sysmon Process Launch logs (EventCode=1)",,"This search requires Microsoft Sysmon data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder. If you're not using sysmon at all, it's free and highly recommended! <a href=""https://technet.microsoft.com/en-us/sysinternals/sysmon"">Here is the direct link</a>, and <a href=""http://conf.splunk.com/files/2016/slides/splunking-the-endpoint-hands-on.pdf"">here is a .conf presentation on the topic</a>.
These are the logs that will give us process launch data. Some customers will get these logs from other sources, but ensure you have a parent process name as well.","| tstats count where index=* earliest=-2h latest=now sourcetype=*sysmon* 
sourcetype=*sysmon* index=* EventCode=1  | head 100 | stats count","index=* sourcetype=*sysmon* EventCode=1 (cmd.exe Image=*\cmd.exe) OR (regedit.exe Image=*\regedit.exe)  
|table  _time host Image ProcessId ParentImage ParentProcessId sha1"
,,,"First we pull in our demo SFDC dataset.
Then we filter for what we're looking for in this use case, specifically queries of sensitive tables (Account, Contact, or Opportunity), or their derivatives.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New SFDC Tables Queried by Peer Group - Demo,New SFDC Tables Queried by Peer Group - Demo,SFDC_User_Lookup.csv,USER_NAME,QUERY_TABLE,,,SFDC_Sample_Data_Anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""SFDC Data"")` 
| search QUERY_TABLE=Account* OR QUERY_TABLE=Contact* OR QUERY_TABLE=Opportunity* 
| lookup SFDC_User_Lookup USER_ID"
,,,"First we pull in our SFDC dataset and filter for what we're looking for in this use case, specifically high risk EVENT_TYPEs
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New Risky Event Types Per User - Live,New Risky Event Types Per User - Live,,USER_NAME,EVENT_TYPE,,,count,1,Must have Salesforce Data (assumes index=SFDC),,"This search requires data from the Salesforce Event Log File API. This is an additional fee from Salesforce, and can be effectively ingested and analyzed with the <a href=""https://splunkbase.splunk.com/app/1931"">Splunk App for Salesforce</a>.",| metasearch index=sfdc  earliest=-24h | head 100| stats count,"index=sfdc EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI OR EVENT_TYPE=ReportExport 
| lookup SFDC_User_Lookup USER_ID"
7,,,"First we pull in our dataset of Windows process launch logs, care of EventID 4688 documented in this app. Any other EDR solution giving process launch logs will suffice here, as well.
Earlier versions of sysmon didn't extract a filename by default, so we are adding that in here.
This line uses eventstats (which works just like stats except it adds all the additional fields to whatever your incoming dataset was) to let us know how many days of baseline we have for a host. This is important, because it allows us to filter out hosts without much of a history.
This line also uses eventstats to pull out, per host, how many paths a particular filename was executed with.
Finally we look for filenames that were launched with multiple paths.",New Path for Process On Host - Live,New Path for Process On Host - Live,,,,,,"count
count","1
1","Must have Windows Security Logs
Must have Process Launch Logs (Event ID 4688)",,"Begin ingesting Windows Security Logs
Turn on Process Tracking in your Windows Audit logs (<a href=""https://technet.microsoft.com/en-us/library/cc976411.aspx"">docs</a>)","| metasearch earliest=-2h latest=now index=* sourcetype=""*WinEventLog:Security"" | stats count
earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" 4688 EventCode=4688 index=* | head 100 | stats count ","index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 
| rex field=Image ""(?<filename>[^\\\/]*)$"" 
| eval day=strftime(_time, ""%d/%m/%Y"")  | eventstats dc(day) as days_of_baseline by host | where days_of_baseline>7 | fields - day 
| eventstats dc(Image) as NumPaths values(Image) as Paths by filename, host 
| where NumPaths>1"
,,,This string will look in your Windows Security logs for the specific signature of Mimikatz (prior to 2017).,New Domain Name Detected - Live,New Domain Name Detected - Live,,Account_Domain,EventCode,,,"count
count","1
1","Must have Windows Security data
Must have Event Codes for Potentially Suspect Windows Logon Events (EventCode=4624)",,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
Based on research, event ID 4624 (or in a Splunk search, EventCode=4624) gives us the right authentication logs. Make sure you have these logs. Here's a <a href=""https://www.microsoft.com/en-us/download/details.aspx?id=36036"">really detailed whitepaper from Microsoft</a>. Notably, this approach doesn't work with modern Mimikatz, but it's still valuable for anomaly detection.","| metasearch earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" index=* | head 100 | stats count 
sourcetype=""*WinEventLog:Security"" 4624 EventCode=4624 index=* | head 100 | stats count","index=* source=WinEventLog:Security EventCode=4624 Authentication_Package=NTLM Type=Information Account_Name!=""ANONYMOUS LOGON"" Logon_Type=3 Logon_Process=""NtLmSsP"" NOT Security_ID!=""NULL SID"" Key_Length=0"
7,,,"First we bring in our basic demo dataset. This dataset includes service status reported via WinHostMon (a part of the Universal Forwarder). We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
Then search for where the service doesn't start automatically
Next we look up the host in the GDPR categorization lookup. Because we only care about GDPR hosts for this example, we filter for only the hosts that are in scope for GDPR.",Update Service GDPR - Demo,Update Service GDPR - Demo,,start_mode,host,,,anon_interactive_logons.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ","| `Load_Sample_Log_Data(System Update Service Status)` 
| search start_mode!=Auto 
| lookup gdpr_system_category.csv host | search category=*"
7,,,"First we pull in our demo dataset.
Then we filter for the individual launches of common windows filenames.
Earlier versions of sysmon didn't extract a filename by default, so we are adding that in here.",New Paths for Common Executables - Demo,New Paths for Common Executables - Demo,,filename,path,,,generic_sysmon_service_launch_logs.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""Generic Sysmon Process Launches"")`  
| search Image=*svchost.exe OR Image=*iexplore.exe OR Image=*cmd.exe OR Image=*firefox.exe OR Image=*explorer.exe 
| rex field=Image ""^(?<path>.*?)(?<filename>[^\\\/]*)$"" "
,,,"First we pull in our dataset of Windows process launch logs filtered to where services.exe is the Parent Process, care of EventID 4688 documented in this app. Any other EDR solution giving process launch logs will suffice here, as well.
Then we use table to include just the processes we're apt to care about. (Technically we need to use | table for this app because we show you the intermediate results, but in production you should drop this line because it will reduce search performance.)",New Service Creation - Live,New Service Creation - Live,,Image,host,,,"count
count","1
1","Must have Windows Security Logs
Must have Process Launch Logs (Event ID 4688)",,"Begin ingesting Windows Security Logs
Turn on Process Tracking in your Windows Audit logs (<a href=""https://technet.microsoft.com/en-us/library/cc976411.aspx"">docs</a>)","| metasearch index=* earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" | stats count 
earliest=-2h latest=now index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 | head 100 | stats count ","index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 services.exe | search ParentImage=*\\services.exe 
|table _time user host EventCode New_Process_Name ParentImage"
7,,,"First we bring in our basic dataset of service status reported via WinHostMon (a part of the Universal Forwarder). We also search for where the service doesn't start automatically
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Stats summarizes the status of across the entire environment for better performance.",Update Service - Live,Update Service - Live,,StartMode,host,,,"count
count","1
1","Must have service status data
Must have Windows Update status data",,"In order to run this search, you must have data about service status. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=Windows%20Security"">data onboarding guide for Windows Security in this app</a>, or browse to <a href=""https://docs.splunk.com/Documentation/Splunk/7.0.2/Data/MonitorWindowshostinformation"">Splunk Docs</a> for more information.
Inside of your service status data, you must have Windows Update listed (wuauserv.exe)","| tstats count where earliest=-2h latest=now index=* (sourcetype=wmi:service OR (sourcetype=winhostmon Service))
| tstats count where earliest=-2h latest=now index=* (sourcetype=wmi:service OR (sourcetype=winhostmon Service)) wuauserv","index=* (sourcetype=wmi:service OR (sourcetype=winhostmon Type=Service) OR (tag=service tag=os))  (tag=update OR Name=wuauserv) StartMode!=Auto 
| bucket _time span=1d 
| stats latest(Status) as Status latest(StartMode) as StartMode by _time host Name"
7,,,"First we bring in our basic demo dataset. In this case, AWS CloudTrail logs.",Unusual AWS Regions - Live,Unusual AWS Regions - Live,,awsRegion,sourcetype,,,count,1,Must have AWS CloudTrail data,,"In order to run this search, you must have AWS CloudTrail data onboard. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=AWS%20CloudTrail"">data onboarding guide for AWS CloudTrail in this app</a>, or browse to <a href=""https://splunkbase.splunk.com/app/1876/"">apps.splunk.com</a> for more information.",| tstats count where earliest=-2h latest=now index=* sourcetype=aws:cloudtrail,index=* sourcetype=aws:cloudtrail
,,,First we pull in our demo dataset.,First Log On to Server - Demo,First Log On to Server - Demo,,user,anonymized_ComputerName,,,Sampled_AnonymizedLogonActivity.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Windows Logon Activity"")`"
7,,,"First we pull in our dataset of Windows process launch logs, care of EventID 4688 documented in this app. Any other EDR solution giving process launch logs will suffice here, as well.
From line one we have our process launch logs, now we need to filter that down to just the potential attack tools. We do this via a subsearch. A subsearch goes and runs another search, and then takes those results and inserts them into the main search. You can copy-paste that subsearch into a new search window and see what the results look like -- there's a single field called ""search"" that has a bunch of filenames with ORs between them. That will effectively be inserted into our main search, giving us a really long search string without having to maintain a really long search.",Suspicious Command Launch - Live,Suspicious Command Launch - Live,,,,,,"count
count","1
1","Must have Windows Security Logs
Must have Process Launch Logs (Event ID 4688)",,"Begin ingesting Windows Security Logs
Turn on Process Tracking in your Windows Audit logs (<a href=""https://technet.microsoft.com/en-us/library/cc976411.aspx"">docs</a>)","| metasearch earliest=-2h latest=now index=* sourcetype=""*WinEventLog:Security"" | stats count
earliest=-2h latest=now sourcetype=""*WinEventLog:Security"" 4688 EventCode=4688 index=* | head 100 | stats count ","index=* sourcetype=""*WinEventLog:Security"" EventCode=4688 
[|inputlookup tools.csv | search discovery_or_attack=suspicious | stats values(filename) as search | eval search=mvjoin(search, "" OR "")] "
